score,title,url
4.8,Mouse de juego inalámbrico recargable Razer  Basilisk Ultimate negro,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-recargable-razer-basilisk-ultimate-negro/p/MLA18085509?pdp_filters=category:MLA1714#searchVariation=MLA18085509&position=14&search_layout=stack&type=product&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.7,Mouse de juego inalámbrico recargable Razer  Viper Ultimate black,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-recargable-razer-viper-ultimate-black/p/MLA15592381?pdp_filters=category:MLA1714#searchVariation=MLA15592381&position=21&search_layout=stack&type=product&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.9,Nuevo Mouse Gamer Razer Deathadder V2 20k Clic Optico 82grs ,https://articulo.mercadolibre.com.ar/MLA-838621746-nuevo-mouse-gamer-razer-deathadder-v2-20k-clic-optico-82grs-_JM?searchVariation=67292874505#searchVariation=67292874505&position=29&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.9,Mouse de juego inalámbrico recargable Razer  Viper Ultimate with charging dock black,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-recargable-razer-viper-ultimate-with-charging-dock-black/p/MLA17474624?pdp_filters=category:MLA1714#searchVariation=MLA17474624&position=2&search_layout=stack&type=product&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
5.0,Mouse Inalambrico Gamer Razer Naga Pro Wireless 19 Bt. Cuota,https://articulo.mercadolibre.com.ar/MLA-897737441-mouse-inalambrico-gamer-razer-naga-pro-wireless-19-bt-cuota-_JM?searchVariation=68615669681#searchVariation=68615669681&position=50&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.9,Mouse de juego Razer  DeathAdder V2 Mini negro,https://www.mercadolibre.com.ar/mouse-de-juego-razer-deathadder-v2-mini-negro/p/MLA16214415?pdp_filters=category:MLA1714#searchVariation=MLA16214415&position=4&search_layout=stack&type=product&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.8,Mouse Inalambrico Gamer Razer Basilisk Ultimate 20kdpi Rgb,https://articulo.mercadolibre.com.ar/MLA-835881086-mouse-inalambrico-gamer-razer-basilisk-ultimate-20kdpi-rgb-_JM?searchVariation=49626828285#searchVariation=49626828285&position=40&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.9,Razer Basilisk V3 Mouse Optico Gamer 26000dpi 11 Botones Cuo,https://articulo.mercadolibre.com.ar/MLA-1109226402-razer-basilisk-v3-mouse-optico-gamer-26000dpi-11-botones-cuo-_JM?searchVariation=173829398260#searchVariation=173829398260&position=34&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.9,Mouse Razer Basilisk V2 7d 20000dpi Gamer Optico Usb Rgb,https://articulo.mercadolibre.com.ar/MLA-927828785-mouse-razer-basilisk-v2-7d-20000dpi-gamer-optico-usb-rgb-_JM?searchVariation=94081962743#searchVariation=94081962743&position=51&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
4.8,Mouse Inalambrico Gamer Razer Basilisk Ultimate 20kdpi Rgb,https://articulo.mercadolibre.com.ar/MLA-835763184-mouse-inalambrico-gamer-razer-basilisk-ultimate-20kdpi-rgb-_JM?searchVariation=67293225828#searchVariation=67293225828&position=43&search_layout=stack&type=item&tracking_id=01f60195-baf1-4018-b439-3849a3aa3199
